1,93.81563061937076,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 3.0,DENCLUE_EPSILON - 4.4444447],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 2.5555556,DBSCAN_NUM_PTS - 3.6666667],}
421,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
422,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
423,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
424,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
425,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
426,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
427,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
428,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
429,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
430,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
431,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
432,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
433,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
434,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
435,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
436,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
437,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
438,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
439,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
440,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
441,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
442,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
443,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
444,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
445,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
446,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
447,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
448,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
449,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
450,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
451,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
452,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
453,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
454,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
455,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
456,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
457,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
458,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
459,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
460,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
461,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
462,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
463,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
464,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
465,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
466,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
467,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
468,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
469,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
470,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
471,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
472,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
473,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
474,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
475,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
476,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
477,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
478,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
479,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
480,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
481,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
482,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
483,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
484,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
485,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
486,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
487,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
488,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
489,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
490,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
491,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
492,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
493,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
494,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
495,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
496,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
497,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
498,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
499,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
500,97.69467396413091,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 27.777779,CLIQUE_THRESHOLD - 0.022222312],ClustersByAttractors[DISTANCE:CHEBYCHEV,DENCLUE_SIGMA - 10.0,DENCLUE_EPSILON - 0.5555556],}
