1,86.137197030359,{Reading Instances[DISTANCE:EUCLIDEAN],AdaptableKDTree[DISTANCE:MANHATTAN,DESCRY_K - 9.111111,DESCRY_DENSITY - 9.0],MergeByDistance[DISTANCE:BRAYCURTIS,DESCRY_K - 9.111111,DESCRY_DENSITY - 9.0],}
422,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
423,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
424,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
425,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
426,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
427,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
428,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
429,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
430,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
431,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
432,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
433,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
434,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
435,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
436,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
437,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
438,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
439,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
440,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
441,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
442,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
443,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
444,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
445,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
446,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
447,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
448,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
449,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
450,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
451,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
452,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
453,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
454,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
455,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
456,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
457,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
458,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
459,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
460,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
461,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
462,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
463,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
464,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
465,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
466,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
467,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
468,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
469,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
470,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
471,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
472,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
473,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
474,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
475,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
476,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
477,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
478,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
479,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
480,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
481,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
482,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
483,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
484,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
485,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
486,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
487,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
488,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
489,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
490,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
491,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
492,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
493,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
494,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
495,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
496,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
497,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
498,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
499,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
500,95.66813876493524,{Reading Instances[DISTANCE:EUCLIDEAN],DenseAreas[DISTANCE:MANHATTAN,CLIQUE_SLICES - 18.88889,CLIQUE_THRESHOLD - 0.13333337],ClustersByAttractors[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 0.5555556,DENCLUE_SIGMA - 9.0],}
